25-08-2025,EICHERMOT,Largecap,Auto
25-08-2025,BIKAJI,Midcap,FMCG
25-08-2025,JSL,Largecap,Metals
25-08-2025,ECLERX,Largecap,I.T
25-08-2025,PDMJEPAPER,Smallcap,Industrials
26-08-2025,ECLERX,Largecap,I.T
26-08-2025,AIIL,Largecap,Finance
26-08-2025,DODLA,Midcap,FMCG
